"","Transect","Plot","Replicate","Date","Time","Observer","Sky","Wind","BirdNumber","Period","Minute","Species","Sex","DetectionMethod","Distance","NewRecord","CounterSing"
"10872",810,370,2,"6/13/2015","6:17:00 AM","JDW",2,3,17,3,7,"OVEN","M","S",1,0,1
"10873",810,370,2,"6/13/2015","6:17:00 AM","JDW",2,3,18,3,7,"OVEN","M","S",1,0,1
"10874",810,370,2,"6/13/2015","6:17:00 AM","JDW",2,3,21,3,9,"OVEN","M","S",1,0,0
"10877",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,3,1,1,"BLBW","M","S",1,1,0
"10878",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,4,1,1,"BLBW","M","S",1,1,1
"10879",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,5,1,1,"BLBW","M","S",1,1,1
"10880",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,6,1,1,"BTNW","M","S",1,1,0
"10883",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,10,2,4,"BTNW","M","S",1,0,0
"10884",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,11,2,4,"BLBW","M","S",1,0,1
"10885",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,12,2,4,"BLBW","M","S",1,0,1
"10889",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,17,3,7,"BTNW","M","S",1,0,0
"10890",805,356,2,"6/13/2015","8:36:00 AM","CH",0,2,18,3,7,"OVEN","M","S",1,0,1
"10891",805,303,2,"6/13/2015","6:22:00 AM","DJW",1,1,1,1,1,"REVI","M","S",1,1,0
"10892",805,303,2,"6/13/2015","6:22:00 AM","DJW",1,1,2,1,1,"OVEN","M","S",1,1,1
"10893",805,303,2,"6/13/2015","6:22:00 AM","DJW",1,1,3,1,1,"BLBW","M","S",1,1,0
"10895",805,303,2,"6/13/2015","6:22:00 AM","DJW",1,1,5,2,4,"OVEN","M","S",1,0,1
"10896",805,303,2,"6/13/2015","6:22:00 AM","DJW",1,1,6,2,4,"BLBW","M","S",1,0,0
"10899",805,303,2,"6/13/2015","6:22:00 AM","DJW",1,1,9,3,7,"OVEN","M","S",1,0,0
"10900",805,303,2,"6/13/2015","6:22:00 AM","DJW",1,1,10,3,7,"BLBW","M","S",1,0,0
"10906",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,2,1,1,"BLBW","M","S",1,1,0
"10907",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,3,1,1,"REVI","M","S",1,1,0
"10908",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,4,1,1,"OVEN","M","S",1,1,0
"10910",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,7,2,4,"REVI","M","S",1,0,0
"10912",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,9,2,4,"BLBW","M","S",1,0,0
"10913",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,10,2,4,"OVEN","M","S",1,0,0
"10914",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,11,2,5,"BTNW","M","S",1,1,1
"10915",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,12,3,7,"OVEN","M","S",1,0,0
"10916",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,13,3,7,"REVI","M","S",1,0,0
"10917",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,14,3,7,"BLBW","M","S",1,0,1
"10919",805,357,2,"6/13/2015","8:18:00 AM","CH",0,2,16,3,9,"BLBW","M","S",1,1,1
"10920",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,1,1,3,"OVEN","M","S",1,1,1
"10921",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,2,1,3,"REVI","M","S",1,1,0
"10922",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,3,1,3,"OVEN","M","S",1,1,1
"10923",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,4,2,4,"OVEN","M","S",1,0,1
"10924",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,5,2,4,"OVEN","M","S",1,0,1
"10925",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,6,2,6,"BTNW","M","S",1,1,0
"10926",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,7,3,9,"OVEN","M","S",1,0,1
"10927",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,8,3,9,"OVEN","M","S",1,0,1
"10928",810,371,2,"6/13/2015","6:35:00 AM","JDW",2,5,9,3,10,"REVI","M","S",1,0,0
"10929",805,305,2,"6/13/2015","6:56:00 AM","DJW",0,2,4,2,5,"REVI","M","S",1,1,0
"10932",810,372,2,"6/13/2015","6:49:00 AM","JDW",2,4,2,1,1,"BLBW","M","S",1,1,0
"10933",810,372,2,"6/13/2015","6:49:00 AM","JDW",2,4,3,1,1,"OVEN","M","S",1,1,0
"10934",810,372,2,"6/13/2015","6:49:00 AM","JDW",2,4,5,2,5,"BLBW","M","S",1,0,1
"10935",810,372,2,"6/13/2015","6:49:00 AM","JDW",2,4,6,2,6,"BLBW","M","S",1,1,1
"10936",810,372,2,"6/13/2015","6:49:00 AM","JDW",2,4,7,3,7,"OVEN","M","S",1,0,0
"10937",810,372,2,"6/13/2015","6:49:00 AM","JDW",2,4,8,3,7,"BLBW","M","S",1,0,1
"10938",810,372,2,"6/13/2015","6:49:00 AM","JDW",2,4,9,3,8,"BLBW","M","S",1,0,1
"10939",810,372,2,"6/13/2015","6:49:00 AM","JDW",2,4,10,3,10,"OVEN","M","S",1,1,0
"10940",805,358,2,"6/13/2015","7:58:00 AM","CH",0,1,1,1,1,"REVI","M","S",1,1,0
"10941",805,358,2,"6/13/2015","7:58:00 AM","CH",0,1,2,1,3,"BLBW","M","S",1,1,0
"10942",805,358,2,"6/13/2015","7:58:00 AM","CH",0,1,3,2,4,"REVI","M","S",1,0,0
"10943",805,358,2,"6/13/2015","7:58:00 AM","CH",0,1,5,3,7,"REVI","M","S",1,0,0
"10949",805,306,2,"6/13/2015","7:13:00 AM","DJW",0,2,7,2,6,"REVI","M","S",1,1,1
"10951",805,306,2,"6/13/2015","7:13:00 AM","DJW",0,2,9,2,7,"BLBW","M","S",1,1,0
"10952",805,306,2,"6/13/2015","7:13:00 AM","DJW",0,2,10,3,7,"REVI","M","S",1,0,1
"10955",805,306,2,"6/13/2015","7:13:00 AM","DJW",0,2,13,3,7,"BLBW","M","S",1,0,0
"10956",805,359,2,"6/13/2015","7:40:00 AM","CH",0,3,1,1,1,"REVI","M","S",1,1,0
"10957",805,359,2,"6/13/2015","7:40:00 AM","CH",0,3,3,1,3,"BTNW","M","S",1,1,0
"10958",805,359,2,"6/13/2015","7:40:00 AM","CH",0,3,4,2,4,"BTNW","M","S",1,0,0
"10959",805,359,2,"6/13/2015","7:40:00 AM","CH",0,3,6,2,4,"REVI","M","S",1,0,0
"10960",805,359,2,"6/13/2015","7:40:00 AM","CH",0,3,7,2,5,"BTBW","M","S",1,1,0
"10961",805,359,2,"6/13/2015","7:40:00 AM","CH",0,3,8,3,7,"BTBW","M","S",1,0,1
"10962",805,359,2,"6/13/2015","7:40:00 AM","CH",0,3,9,3,7,"REVI","M","S",1,0,0
"10964",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,1,1,1,"BTBW","M","V",1,1,0
"10966",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,4,1,1,"BTBW","M","S",1,1,1
"10968",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,6,1,3,"REVI","M","S",1,1,1
"10969",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,7,1,3,"REVI","M","S",1,1,1
"10970",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,9,2,5,"BTBW","M","S",1,0,1
"10972",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,11,2,7,"REVI","M","S",1,0,0
"10973",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,12,2,7,"BLBW","M","S",1,1,0
"10974",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,14,3,8,"BTBW","M","S",1,1,1
"10975",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,15,3,8,"BTBW","M","S",1,0,1
"10977",810,373,2,"6/13/2015","7:07:00 AM","JDW",0,3,17,3,10,"REVI","M","S",1,0,0
"10979",805,307,2,"6/13/2015","7:34:00 AM","DJW",0,2,3,1,1,"BTBW","M","S",1,1,1
"10981",805,307,2,"6/13/2015","7:34:00 AM","DJW",0,2,5,1,3,"OVEN","M","S",1,1,0
"10982",805,307,2,"6/13/2015","7:34:00 AM","DJW",0,2,6,1,3,"REVI","M","S",1,1,1
"10985",805,307,2,"6/13/2015","7:34:00 AM","DJW",0,2,9,2,4,"BTBW","M","S",1,0,1
"10987",805,307,2,"6/13/2015","7:34:00 AM","DJW",0,2,11,2,5,"OVEN","M","S",1,0,0
"10988",805,307,2,"6/13/2015","7:34:00 AM","DJW",0,2,13,3,7,"BTBW","M","S",1,0,1
"10992",805,307,2,"6/13/2015","7:34:00 AM","DJW",0,2,17,3,8,"REVI","M","S",1,0,1
"10994",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,1,1,1,"REVI","M","S",1,1,1
"10995",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,2,1,1,"REVI","M","S",1,1,1
"10996",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,3,1,1,"OVEN","M","S",1,1,0
"10997",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,4,1,4,"BTBW","M","S",1,1,0
"10998",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,5,2,4,"OVEN","M","S",1,0,1
"10999",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,6,2,4,"REVI","M","S",1,0,0
"11000",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,7,2,4,"BTBW","M","S",1,0,0
"11001",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,8,2,5,"OVEN","M","S",1,1,1
"11002",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,10,3,7,"REVI","M","S",1,0,0
"11003",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,11,3,7,"BTBW","M","S",1,0,0
"11004",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,12,3,7,"OVEN","M","S",1,0,1
"11005",805,360,2,"6/13/2015","7:26:00 AM","CH",0,4,13,3,7,"OVEN","M","S",1,0,1
"11006",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,1,1,1,"REVI","M","S",1,1,0
"11007",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,2,1,1,"BLBW","M","S",1,1,1
"11008",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,3,1,1,"OVEN","M","S",1,1,1
"11009",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,4,1,1,"OVEN","M","S",1,1,1
"11011",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,7,1,3,"BLBW","M","S",1,1,1
"11013",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,9,2,4,"BLBW","M","S",1,0,1
"11014",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,10,2,4,"BLBW","M","S",1,0,1
"11015",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,13,2,6,"OVEN","M","S",1,0,1
"11016",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,14,2,6,"OVEN","M","S",1,0,1
"11017",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,15,2,6,"REVI","M","S",1,0,0
"11018",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,17,3,9,"OVEN","M","S",1,0,1
"11019",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,18,3,9,"OVEN","M","S",1,0,1
"11021",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,20,3,9,"BLBW","M","S",1,0,1
"11022",810,374,2,"6/13/2015","7:21:00 AM","JDW",0,4,21,3,9,"BLBW","M","S",1,0,1
"11023",805,308,2,"6/13/2015","7:50:00 AM","DJW",0,1,1,1,1,"REVI","M","S",1,1,0
"11024",805,308,2,"6/13/2015","7:50:00 AM","DJW",0,1,2,1,1,"BTNW","M","S",1,1,0
"11026",805,308,2,"6/13/2015","7:50:00 AM","DJW",0,1,8,2,4,"REVI","M","S",1,0,0
"11027",805,308,2,"6/13/2015","7:50:00 AM","DJW",0,1,10,2,4,"BTBW","M","S",1,1,0
"11031",805,308,2,"6/13/2015","7:50:00 AM","DJW",0,1,16,3,10,"REVI","M","S",1,0,0
"11032",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,1,1,1,"OVEN","M","S",1,1,0
"11034",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,3,1,1,"REVI","M","S",1,1,0
"11036",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,6,1,1,"BTNW","M","S",1,1,0
"11037",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,7,1,2,"BLBW","M","S",1,1,0
"11038",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,8,2,3,"OVEN","M","S",1,0,0
"11039",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,10,2,4,"BLBW","M","S",1,0,0
"11040",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,11,2,4,"REVI","M","S",1,0,0
"11041",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,12,3,5,"OVEN","M","S",1,0,0
"11042",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,14,3,7,"BLBW","M","S",1,0,0
"11043",805,361,2,"6/13/2015","7:09:00 AM","CH",0,5,15,3,8,"BTBW","M","S",1,1,0
"11050",810,309,2,"6/13/2015","8:13:00 AM","DJW",0,1,7,1,4,"BTNW","M","S",1,1,0
"11051",810,309,2,"6/13/2015","8:13:00 AM","DJW",0,1,8,2,4,"BTNW","M","S",1,0,0
"11053",810,309,2,"6/13/2015","8:13:00 AM","DJW",0,1,10,2,4,"OVEN","M","S",1,0,1
"11056",810,309,2,"6/13/2015","8:13:00 AM","DJW",0,1,16,3,7,"BTNW","M","S",1,0,0
"11059",810,309,2,"6/13/2015","8:13:00 AM","DJW",0,1,19,3,7,"OVEN","M","S",1,0,1
"11060",810,309,2,"6/13/2015","8:13:00 AM","DJW",0,1,23,3,10,"REVI","M","S",1,0,0
"11062",805,362,2,"6/13/2015","6:55:00 AM","CH",0,5,2,1,1,"OVEN","M","S",1,1,0
"11063",805,362,2,"6/13/2015","6:55:00 AM","CH",0,5,4,1,1,"OVEN","M","S",1,1,0
"11067",805,362,2,"6/13/2015","6:55:00 AM","CH",0,5,9,2,5,"OVEN","M","S",1,0,0
"11068",805,362,2,"6/13/2015","6:55:00 AM","CH",0,5,10,2,5,"OVEN","M","S",1,0,0
"11069",805,362,2,"6/13/2015","6:55:00 AM","CH",0,5,11,3,7,"OVEN","M","S",1,0,1
"11070",805,362,2,"6/13/2015","6:55:00 AM","CH",0,5,12,3,7,"OVEN","M","S",1,0,1
"11072",805,362,2,"6/13/2015","6:55:00 AM","CH",0,5,15,3,9,"REVI","M","S",1,1,0
"11074",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,2,1,1,"OVEN","M","S",1,1,0
"11075",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,4,1,2,"BLBW","M","S",1,1,0
"11076",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,5,1,2,"BTNW","M","S",1,1,0
"11077",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,7,1,3,"OVEN","M","S",1,1,0
"11078",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,8,2,4,"BLBW","M","S",1,0,1
"11079",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,9,2,4,"OVEN","M","S",1,0,0
"11080",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,10,2,4,"BLBW","M","S",1,1,1
"11081",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,12,2,5,"BTNW","M","S",1,0,0
"11082",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,13,2,5,"OVEN","M","S",1,0,0
"11083",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,16,3,7,"OVEN","M","S",1,0,0
"11084",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,18,3,8,"BLBW","M","S",1,0,1
"11085",810,375,2,"6/13/2015","7:38:00 AM","JDW",0,4,19,3,8,"BLBW","M","S",1,0,1
"11086",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,2,1,3,"OVEN","M","S",1,1,0
"11087",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,3,1,3,"REVI","M","S",1,1,0
"11088",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,4,2,4,"OVEN","M","S",1,0,0
"11089",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,5,2,5,"REVI","M","S",1,0,0
"11090",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,6,2,5,"BTNW","M","S",1,1,0
"11091",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,9,2,7,"REVI","M","S",1,1,0
"11092",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,10,3,7,"REVI","M","S",1,0,0
"11093",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,11,3,7,"OVEN","M","S",1,0,0
"11094",805,363,2,"6/13/2015","6:38:00 AM","CH",0,4,12,3,8,"BTNW","M","S",1,0,0
"11095",810,376,2,"6/13/2015","7:52:00 AM","JDW",0,4,1,1,1,"BTBW","M","S",1,1,1
"11096",810,376,2,"6/13/2015","7:52:00 AM","JDW",0,4,2,1,1,"OVEN","M","S",1,1,0
"11098",810,376,2,"6/13/2015","7:52:00 AM","JDW",0,4,4,1,3,"BTNW","M","S",1,1,0
"11099",810,376,2,"6/13/2015","7:52:00 AM","JDW",0,4,5,2,4,"BTBW","M","S",1,0,0
"11100",810,376,2,"6/13/2015","7:52:00 AM","JDW",0,4,6,2,5,"OVEN","M","S",1,0,0
"11101",810,376,2,"6/13/2015","7:52:00 AM","JDW",0,4,7,3,7,"OVEN","M","S",1,0,0
"11102",810,376,2,"6/13/2015","7:52:00 AM","JDW",0,4,8,3,7,"BTBW","M","S",1,0,0
"11103",810,310,2,"6/13/2015","8:31:00 AM","DJW",0,1,1,1,1,"REVI","M","S",1,1,1
"11105",810,310,2,"6/13/2015","8:31:00 AM","DJW",0,1,3,1,1,"BTNW","M","S",1,1,0
"11106",810,310,2,"6/13/2015","8:31:00 AM","DJW",0,1,4,1,1,"BTBW","M","S",1,1,0
"11111",810,310,2,"6/13/2015","8:31:00 AM","DJW",0,1,9,2,4,"BTBW","M","S",1,0,0
"11112",810,310,2,"6/13/2015","8:31:00 AM","DJW",0,1,10,2,4,"BTNW","M","S",1,0,0
"11114",810,310,2,"6/13/2015","8:31:00 AM","DJW",0,1,12,3,7,"REVI","M","S",1,0,1
"11116",810,310,2,"6/13/2015","8:31:00 AM","DJW",0,1,14,3,7,"BTBW","M","S",1,0,0
"11117",810,310,2,"6/13/2015","8:31:00 AM","DJW",0,1,15,3,7,"BTNW","M","S",1,0,0
"11119",805,364,2,"6/13/2015","6:23:00 AM","CH",0,5,2,1,3,"BTNW","M","S",1,1,0
"11120",805,364,2,"6/13/2015","6:23:00 AM","CH",0,5,3,2,4,"BTNW","M","S",1,0,0
"11121",805,364,2,"6/13/2015","6:23:00 AM","CH",0,5,4,2,4,"BLBW","M","S",1,1,0
"11122",805,364,2,"6/13/2015","6:23:00 AM","CH",0,5,5,2,7,"REVI","M","S",1,1,0
"11124",805,364,2,"6/13/2015","6:23:00 AM","CH",0,5,7,3,10,"BLBW","M","S",1,0,0
"11125",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,1,1,1,"REVI","M","S",1,1,0
"11126",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,2,1,1,"BTBW","M","S",1,1,0
"11127",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,3,1,1,"OVEN","M","S",1,1,0
"11128",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,4,1,1,"BLBW","M","S",1,1,0
"11129",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,5,1,1,"BTNW","M","S",1,1,0
"11131",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,7,2,4,"BLBW","M","S",1,0,0
"11132",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,8,2,4,"REVI","M","S",1,0,0
"11134",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,10,2,4,"OVEN","M","S",1,0,0
"11136",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,12,2,5,"BTBW","M","S",1,0,0
"11137",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,13,2,5,"BTNW","M","S",1,0,0
"11138",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,14,3,7,"REVI","M","S",1,0,0
"11139",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,15,3,7,"OVEN","M","S",1,0,0
"11140",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,16,3,7,"BLBW","M","S",1,0,0
"11141",805,365,2,"6/13/2015","6:05:00 AM","CH",1,3,17,3,8,"BTBW","M","S",1,0,0
"11142",810,311,2,"6/13/2015","8:47:00 AM","DJW",0,1,1,1,1,"OVEN","M","S",1,1,0
"11143",810,311,2,"6/13/2015","8:47:00 AM","DJW",0,1,2,1,1,"REVI","M","S",1,1,0
"11144",810,311,2,"6/13/2015","8:47:00 AM","DJW",0,1,3,2,4,"REVI","M","S",1,0,0
"11145",810,311,2,"6/13/2015","8:47:00 AM","DJW",0,1,4,2,4,"OVEN","M","S",1,0,0
"11147",810,311,2,"6/13/2015","8:47:00 AM","DJW",0,1,6,3,7,"REVI","M","S",1,0,0
"11148",810,311,2,"6/13/2015","8:47:00 AM","DJW",0,1,7,3,7,"OVEN","M","S",1,0,0
"11150",810,311,2,"6/13/2015","8:47:00 AM","DJW",0,1,9,3,9,"BTNW","M","S",1,1,1
"11151",810,318,2,"6/13/2015","8:28:00 AM","JDW",0,1,3,1,2,"BLBW","M","S",1,1,0
"11152",810,318,2,"6/13/2015","8:28:00 AM","JDW",0,1,4,1,2,"BTBW","M","S",1,1,0
"11153",810,318,2,"6/13/2015","8:28:00 AM","JDW",0,1,6,2,5,"BTBW","M","S",1,0,0
"11154",810,318,2,"6/13/2015","8:28:00 AM","JDW",0,1,8,2,6,"BTNW","M","S",1,1,0
"11155",810,318,2,"6/13/2015","8:28:00 AM","JDW",0,1,9,2,6,"BLBW","M","S",1,0,0
"11156",810,318,2,"6/13/2015","8:28:00 AM","JDW",0,1,11,3,8,"BLBW","M","S",1,0,0
"11157",810,318,2,"6/13/2015","8:28:00 AM","JDW",0,1,12,3,9,"BTBW","M","S",1,0,0
"11160",810,312,2,"6/13/2015","9:06:00 AM","DJW",0,1,3,1,1,"BTNW","M","S",1,1,0
"11161",810,312,2,"6/13/2015","9:06:00 AM","DJW",0,1,4,2,4,"REVI","M","S",1,1,1
"11164",810,312,2,"6/13/2015","9:06:00 AM","DJW",0,1,7,2,4,"BTNW","M","S",1,0,0
"11165",810,312,2,"6/13/2015","9:06:00 AM","DJW",0,1,8,3,7,"BTNW","M","S",1,0,1
"11167",810,312,2,"6/13/2015","9:06:00 AM","DJW",0,1,10,3,7,"REVI","M","S",1,0,1
"11170",805,366,2,"6/13/2015","5:49:00 AM","CH",2,2,3,1,1,"OVEN","M","S",1,1,0
"11175",805,366,2,"6/13/2015","5:49:00 AM","CH",2,2,9,2,4,"OVEN","M","S",1,0,0
"11177",805,366,2,"6/13/2015","5:49:00 AM","CH",2,2,12,2,6,"BTNW","M","S",1,1,0
"11179",805,366,2,"6/13/2015","5:49:00 AM","CH",2,2,17,3,8,"OVEN","M","S",1,0,1
"11180",805,366,2,"6/13/2015","5:49:00 AM","CH",2,2,18,3,8,"OVEN","M","S",1,1,1
"11181",805,366,2,"6/13/2015","5:49:00 AM","CH",2,2,19,3,8,"BTBW","M","S",1,1,0
"11183",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,1,1,1,"BTBW","M","S",1,1,0
"11185",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,3,1,1,"OVEN","M","S",1,1,0
"11186",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,4,1,1,"REVI","M","S",1,1,1
"11189",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,8,1,3,"REVI","M","S",1,1,1
"11190",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,9,2,4,"BLBW","M","S",1,1,1
"11192",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,11,2,4,"REVI","M","S",1,0,1
"11193",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,12,2,4,"REVI","M","S",1,0,1
"11194",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,13,2,5,"OVEN","M","S",1,0,0
"11195",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,14,2,5,"BTBW","M","S",1,0,0
"11196",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,15,3,7,"BLBW","M","S",1,0,1
"11198",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,17,3,7,"OVEN","M","S",1,0,0
"11199",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,19,3,8,"BTBW","M","S",1,0,0
"11200",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,20,3,9,"REVI","M","S",1,0,1
"11201",810,317,2,"6/13/2015","8:38:00 AM","JDW",0,1,21,3,9,"REVI","M","S",1,0,1
"11203",810,313,2,"6/13/2015","9:20:00 AM","DJW",0,1,3,1,1,"OVEN","M","S",1,1,0
"11205",810,313,2,"6/13/2015","9:20:00 AM","DJW",0,1,9,2,4,"REVI","M","S",1,1,1
"11207",810,313,2,"6/13/2015","9:20:00 AM","DJW",0,1,11,2,5,"BTNW","M","S",1,1,0
"11208",810,313,2,"6/13/2015","9:20:00 AM","DJW",0,1,12,3,7,"REVI","M","S",1,0,0
"11209",810,313,2,"6/13/2015","9:20:00 AM","DJW",0,1,13,2,7,"BTNW","M","S",1,0,0
"11210",810,313,2,"6/13/2015","9:20:00 AM","DJW",0,1,14,3,7,"OVEN","M","S",1,0,0
"11211",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,1,1,1,"REVI","M","S",1,1,1
"11212",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,2,1,1,"BTBW","M","S",1,1,1
"11213",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,3,1,1,"OVEN","M","S",1,1,0
"11217",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,11,2,3,"REVI","M","S",1,0,1
"11219",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,16,2,5,"BTNW","M","S",1,1,0
"11220",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,17,2,5,"OVEN","M","S",1,0,0
"11222",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,24,3,7,"REVI","M","S",1,0,0
"11223",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,25,3,8,"BTNW","M","S",1,0,0
"11224",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,26,3,8,"BTBW","M","S",1,0,1
"11225",800,367,2,"6/13/2015","5:45:00 AM","AJS",1,3,28,3,9,"OVEN","M","S",1,0,0
"11228",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,1,1,1,"REVI","M","S",1,1,1
"11229",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,2,1,1,"REVI","M","S",1,1,1
